Works of Libanius
Ἔργα Λιβανίου
by Libanius of Antioch
eul_wid: swk-ah    eul_aid: swk

Period   Late Antique
Dialect  Atticizing
Domain   Oratory
Format   Oration

The surviving works of Libanius of Antioch constitute one of the most extensive and significant literary corpora from a single author in Late Antiquity. Composed in refined Attic Greek during the mid-to-late fourth century CE, the collection encompasses sixty-four orations, fifty-one declamations, a substantial body of preliminary rhetorical exercises known as progymnasmata, and over fifteen hundred letters. The orations demonstrate remarkable variety, ranging from formal panegyrics celebrating cities to autobiographical accounts, judicial speeches, and direct political appeals to imperial authorities. His extensive epistolary collection offers an unparalleled view into the intricate social, professional, and intellectual networks of the period.

Operating from Antioch, a major cultural and administrative hub of the Eastern Roman Empire, Libanius wrote as a devoted adherent of traditional Hellenic religion and a master teacher of rhetoric. His works functioned both as pedagogical models for his renowned school of rhetoric and as active engagements with the profound political and religious transformations of his era. Modern scholarship interprets his prolific output as a sustained, sophisticated defense of classical Greek paideia—the system of education and civic values—against the rising cultural and institutional dominance of Christianity. Numerous orations address contemporary events with directness, such as advocating for the interests of Antioch or expressing support for the policies of the pagan emperor Julian.

The texts survive in a notably complete state, a testament to Libanius's enduring reputation as a preeminent stylistic model throughout the Byzantine educational tradition. A complex manuscript tradition has preserved the majority of his orations and declamations. The vast corpus of letters, while immense, is generally considered a curated selection from an originally even larger body of personal and professional correspondence.

Text
----

1	*Epist. 1–839: vol. 10 Κλεάρχῳ.
Ep 964 2	τά τε γὰρ κατὰ τῶν ἀγαλμάτων τετολμημένα πληγὴ μεγάλη τό τε καταπεπατῆσθαι μὲν τῶν ἡμετέρων λόγων τὴν βασιλείαν, μεθεστάναι δὲ ἑτέρωσε τὸ κράτος πληγὴ καὶ αὐτὸ δευτέρα τις νοσήματά τε ἄλλο ἐν ἄλλῳ μέρει τοῦ σώματος οἰκοῦντά μοι χαλεπὰς μὲν ἐργάζεται τὰς νύκτας, ἀηδεστέρας δὲ τὰς ἡμέρας πολλοί τε τῶν εὖ παθόντων ὑφ’ ἡμῶν οὐ βούλονται τῶν εὖ παθόντων εἶναι. καὶ τοῦτο δ’ ἂν δάκοι καρδίαν· φίλοι τε ἡμῖν ἀδελφῶν τεθνᾶσι κρείττονες τῶν τ’ ἀρχόντων οὐκ ὀλίγοις τεθνηκέναι δοκοῦμεν, ὃ βοηθείας ἀποστερεῖ τοὺς δεομένους βοηθείας.
Ep 964 3	ἀλλ’ οὐδὲ ἡμῖν αὐτοῖς ὑπάρχει βοηθεῖν τὰς μείζους βοηθείας, ἃς οἶσθα. ταῦτ’ οὖν καὶ πρὸς τούτοις ἕτερα λήξειν ἡγοῦμαι τῆς σῆς ἐλθούσης ἡμῖν ἐπιστολῆς.
Ep 964 4	καὶ κατὰ τοῦτο οὖν εἰκότως ἂν πολλάκις ἡμῖν γράφοις, ὅπως ἧτται πολλαὶ γίγνοιντο τῶν χειρόνων. εἰ δὲ προσθείης τοῖς γράμμασι καὶ τὸ διαλέγεσθαί τι τοῖς θεοῖς ὑπὲρ ἡμῶν, λαμπροτέραν ἔσῃ πεποιημένος τὴν ἐπικουρίαν. Κλήμεντι.
Ep 965 1	Γλῶττα ἀγαθὴ περὶ γλώττης ἀγαθῆς, Ἀσκληπιὸς περὶ Κλήμεντος ἀπήγγειλεν ἡμῖν ἐφ’ οἷς ἥσθημεν. ἀπήγγειλε δὲ ζῆν τέ σε ἐν τοῖς ἔμπροσθεν πόνοις τοῖς καλοῖς, καλοὶ γὰρ δήπουθεν οἱ περὶ φιλοσοφίαν, καὶ ποιεῖν οὐκ ὀλίγους εἰς τὰ σὰ βλέποντας δικαιοτέρους. ποιεῖς δὲ καὶ ἡμῖν τὰ περὶ τοὺς λόγους βελτίω τῷ παρὰ σαυτοῦ λόγῳ τῷ δίκαιόν τε ἀραμένῳ πόλεμον καὶ νενικηκότι· ὃν οὐκ ἀναγνόντες τὸ πρῶτον, εἶτα κατεθέμεθα δήσαντες, ἀλλ’ ἀεί τε ἡμῖν λέλυται καὶ ἀνέῳκται καὶ διὰ τῶν ὀφθαλμῶν εἰς τὴν ψυχὴν ἔρχεται.
Ep 965 3	ἐγὼ δὲ ἐβουλόμην μὲν μηδὲν ἔχειν ἐγκαλεῖν, σὺ δ’ ἀναγκάζεις τοῦτο ποιεῖν στὰς ἐπὶ τῶν πρώτων ὧν ἔπεμψας, πέμψας ἂν εἰκότως πολλοὺς τοὺς 〈ἐφ’〉 ἑκάστου λόγους· πολλοὺς γὰρ δήπου καὶ ἐργάζῃ καί σοι συνεχὴς οὗτος ὁ τόκος κρατούντων ἀεὶ τῶν δευτέρων. πῶς οὖν ἡμῖν ὁ Ἀριστείδης Ἀσκληπιὸς οὐχὶ καὶ τούτων ἐκόμιζε μέλλων γε δώρων τὰ μέγιστα κομιεῖν; ἔστι μὲν γὰρ καὶ αὐτὸς δῶρον ἡδυεπής τις ὢν οὐχ ἧττον ἢ ὁ Νέστωρ, μᾶλλον δ’ ἂν ἀμφοτέροις εὔφρανε.
Ep 965 5	βουλοίμην δ’ ἂν αὐτὸν διὰ τῶν ἀγρῶν ἐλθόντα ταῖς φροντίσι τὰ ἀρχῇ προσήκοντα φροντίσαι καὶ περὶ τῶν Σύρων. καί σου γράμματα περὶ αὐτοῦ τούτου πεμπέσθω πρὸς τὸν ἄριστον Εὐτυχιανὸν λέγοντά τι καὶ περὶ τῶν ἐμῶν πρὸς σὲ περὶ τῆς ἀρχῆς γραμμάτων. Ἀπολιναρίῳ καὶ Γεμέλλῳ.
Ep 966 1	Φιλίππῳ τούτῳ δεῖ τῆς παρὰ τοῦ ἀδελφοῦ τοῦ ὑμετέρου βοηθείας. πιστεύει γὰρ οὕτως ἂν ἰσχυρότερα αὑτῷ γενέσθαι τὰ δίκαια, καὶ πιστεύει γε καλῶς. κτησάσθω τοίνυν τὴν βοήθειαν δι’ ὑμετέρας ἐπιστολῆς, ὑπὲρ ἧς ἐμοί τε καὶ ὑμῖν εἴσεται χάριν, τοῦ πεῖσαι μὲν ἐμοί, τοῦ πεισθῆναι δὲ ὑμῖν.
Ep 967 t	Πρόκλῳ. Φιλίππου συγγενὴς οὗτός ἐστι Φίλιππος, Φιλίππου τοῦ πολλαῖς τε καὶ καλαῖς πράξεσιν ἄνευ ὀργῆς ἐπιτεθεικότος τέλη.
Ep 967 1	πολλοῖς δὲ οὗτος ὡμιληκὼς σοφισταῖς καὶ παρ’ ἑκάστου λαβὼν ὃ παρ’ ἑκάστου λαβεῖν ἔδει, φυγὼν τοὺς ἐν τῷ συνδικεῖν πόνους ἧκεν ἐπί τινα ζώνην. τὴν πενίαν δὲ οὐδ’ οὕτω λύσας ἔρχεται παρ’ ὑμᾶς σωθήσεσθαι τῇ σῇ δικαιοσύνῃ πεπεισμένος.
Ep 967 2	ἀκούων δὲ ἥδεσθαί σε ταῖς ἡμετέραις ἐπιστολαῖς ταῖς οὐ καλαῖς μέν, σοὶ δὲ δοκούσαις ᾔτησέ τε καὶ αἰτήσας ἔλαβε, καὶ διὰ τὴν σὴν φιλίαν καὶ δύναμιν εὐεργέτης ἀνθρώπων ἐγώ. Δομετίῳ.
Ep 968 1	Ὑπὲρ Τυρίων ἐπιστολαὶ πρὸς ἐμὲ μὲν ἦλθον ἀπὸ Φοινίκης δύο, πρὸς ἄλλον δέ τινα τέτταρες. τῶν οὖν ἑταίρων τινὲς ὕβριν ἐκάλουν τὸ πρᾶγμα λέγοντες· οὐκ ἴσον δύο καὶ τέτταρε ς. εἶπον δὴ πρὸς αὐτοὺς ὅτι μὴ χρὴ θαυμάζειν εἰ μὴ καὶ πρὸς ἐμὲ τέτταρες, ἀλλὰ μᾶλλον, ὅτι καὶ δύο.
Ep 968 2	πρὸς γὰρ δὴ τὸν οὕτως ἀσθενῆ μάταιον πέμπειν ὑπὲρ τοιούτων ἐπιστολάς· παρ’ ᾧ δὲ τὸ δύνασθαι, τοῦτον ἔδει μὴ τέτταρας μόνον, ἀλλὰ καὶ πολλάκις εἰληφέναι τοσαύτας. Ἡρακλειανῷ.
Ep 969 1	Οὗτός ἐστι Δίφιλος ὁ Δαναοῦ τὸ τοῦ πατρὸς ποιῶν, διδάσκων ὥσπερ ἐκεῖνος, καὶ ἦν μέν μοι καὶ βελτίω τοῦ πατρὸς αὐτὸν εἰπεῖν, ἀρκεῖ δὲ μὴ χείρω. τοὺς παλαιοὺς δὲ ποιητὰς εἰς τὰς τῶν νέων ψυχὰς εἰσάγων καὶ αὐτός ἐστι ποιητὴς ἀγαθός, ὡς παρέχειν πρὸς αὐτὸν τοῖς ἀκούουσι λέγειν ἃ πρὸς τὸν Δημόδοκον ἔφη τις παρ’ Ὁμήρῳ. Δίφιλος δὲ τῶν μὲν εἰς τὴν οἰκίαν σου πολλάκις ἐστὶν ἐλθόντων, τῶν δὲ οὐδ’ ἅπαξ ἰδεῖν σε δυνηθέντων.
Ep 969 2	χώριζε τοίνυν τά τε τῆς γνώμης τά τε τῆς τύχης καὶ οὐ φήσεις ἐρρᾳθυμηκέναι τὸν ἄνδρα οὐδὲ τῶν αὑτῷ συμφερόντων γεγενῆσθαι προδότην. ἐχέτω τοίνυν καὶ οὐκ ἰδών σε πρότερον, ἅπερ ἄν, εἰ καὶ πολλάκις ἦν ὡμιληκώς. τιμήσεις δὲ Δίφιλον οὐκ ἀμισθὶ μέλλων γε αὐτὸν ἕξειν ᾄδοντα τὴν σὴν ἀρχήν.
Ep 969 3	ἧς δὴ τὸ κάλλος ὁρᾷ. ταῖς δὲ τοιαύταις ἀρχαῖς δεῖ δήπου καὶ στομάτων καλῶν, ὑφ’ ὧν ἀθάνατος ἡ μνήμη γίγνεται τοῖς πράγμασιν. ἴσθι δὲ ἐν τοῖς περὶ τοῦτον καὶ Παλαιστίνην εὐφρανῶν, ἐν ᾗ ποιεῖται τὰς συνουσίας, κἀκείνους οἷς ἐφέστηκας, ἐν οἷς ἔφυ· οὓς εἴ τις ἔροιτο, τίνι μεγίστῳ φιλοτιμοῦνται, Δαναὸν ἐροῦσι καὶ Δίφιλον.
Ep 970 t	Πρόκλῳ. Ἕπεσθαι τοῖς πατράσιν ἀξιῶν Ἀργύριος ὁ πολιτευόμενος ἐπὶ ταῖς καλαῖς λειτουργίαις διά τε θηρίων καὶ τῶν πρὸς ταῦτα μαχομένων ἀνθρώπων εὐφραίνει τὴν πόλιν ἡμῖν.
Ep 970 2	καλὸν δὲ αὐτῷ τοῦτο γενέσθαι παρ’ ὑμῶν, ὃ καὶ τῷ πατρὶ τῷ τοῦδε παρὰ τοῦ τότε ἐν ᾧπερ νῦν ὁ σὸς κάθηται καθημένου. τουτὶ δὲ ἦν πόροι καὶ χρήματα, μέρος τῆς δαπάνης οὐ μικρὸν συνδιαφέρον τὸν περὶ ταῦτα πόνον, ἐπικουρία τις τοῖς ἔνδοθεν ῥέουσιν ἀπὸ τοῦ προστεθέντος, ἡδονὴ δὲ οὐ μείζων τοῖς λαμβάνουσιν ἢ τοῖς διδοῦσιν. οὕτως ἐν τῷ τὰ τοιαῦτα βοηθεῖν κερδαίνειν ἐνόμιζον. ἀπαιτοῦμεν δὴ διὰ σοῦ τὸν εὐδαίμονα Τατιανόν, —πῶς γὰρ οὐκ εὐδαίμων τοιοῦτος μὲν αὐτὸς ὤν, διὰ τοιούτου δὲ παιδὸς τοιαῦτα δεικνύς; —ἀπαιτοῦμεν οὖν ἴσα, μᾶλλον δὲ καὶ μείζω παρὰ πολὺ κρείττονος, ἐπεὶ καὶ οὐκ ὄντων παραδειγμάτων αὐτὸς ἂν τοῦτον ἡμῖν εἰκότως ἐτίθει τὸν νόμον.
Ep 971 t	Φωτίῳ. Πάλιν σοι χαρίζομαι· μέλλω γὰρ αἰτεῖν τι πάλιν, καὶ σὺ δήπου δώσεις.
Ep 971 1	ἀκριβῶς οἶδα τοῦτο ἐγώ. φέρει δέ σοι ταῦτα ἡδονὴν ἀμφότερα, διόπερ ἐν εὐχῇ σοι πολλοὺς εἶναι τοὺς δι’ ἐμοῦ σου δεομένους, ὅπως ἂν εἴην πολλὰ εὖ πεπονθὼς ὑπὸ σοῦ. ἴθι τοίνυν, μιμοῦ τὰ σαυτοῦ καὶ ῥήμασιν οὐ πολλοῖς Ἀργυρίῳ τὴν ἐν χερσὶ λειτουργίαν τὴν πάνυ βαρεῖαν ποίει μὴ πάνυ βαρεῖαν.
Ep 971 2	ὀφείλεις δὲ αὐτῷ χάριτας ἴσως μὲν καὶ ὑπὲρ σοῦ, πάντως μὴν ὑπὲρ ἐμοῦ τοῦ παρ’ αὐτοῦ πάντα δὴ τὸν χρόνον καὶ λόγοις καὶ ἔργοις τετιμημένου. Ῥιχομήρει.
Ep 972 1	Ἐξετάζων ἐγὼ τὰ παρὰ τῶν θεῶν εἰς ἐμὲ χρηστὰ τοῦτο μέγιστον εὑρίσκω, τὴν σὴν φιλίαν, καὶ τιμῶ τὴν ἡμέραν ἐκείνην, ἣ τοῦτ’ ἐδέξατο, ὅτε πρῶτον ἰδόντες ἀλλήλους συνήσθημέν τε ἀλλήλοις καὶ ἐποιοῦμεν οἷα ἂν οἱ πολύν τε χρόνον ὡμιληκότες καὶ διὰ μακρᾶς συνηθείας ἥκοντες. καὶ ἐπειδὴ ἦν ἀνάγκη μένειν μὲν ἐμοί, πορεύεσθαι δὲ σοί, μετὰ δακρύων ταῦτα ἐπράττετο. σοὶ μὲν οὖν ἡ φήμη μικρὰ περὶ ἡμῶν ἐκόμιζεν, ὡς λέγομέν τε καὶ γράφομεν νέων τε ἐν μέσῳ καθήμεθα μανθάνειν τι τῶν ἡμετέρων ἢ πειθομένων ἢ ἀναγκαζομένων· τὰ σὰ δὲ λαμπρά τε καὶ σεμνὰ καὶ μεγάλα, στρατηγίαι τε καὶ μάχαι καὶ νῖκαι καὶ τὸ μὴ εἶναι τύραννον μηδὲ δοῦλον τὸν ἐλεύθερον θεόντων ἐφ’ ἅπαν τῶν καλῶν βασιλέως τε καὶ σοῦ καὶ τὰ μὲν σοφίᾳ, τὰ δὲ χερσὶν αἱρούντων.
Ep 972 3	ταυτὶ μὲν οὖν λόγων τῶν μὲν τετύχηκε, τῶν δὲ τυγχάνει, τῶν δὲ τεύξεται. καὶ μισθὸς τοῖς κατωρθωκόσιν οὗτος ὥσπερ τοῖς μετ’ Ἀγαμέμνονος ἃ τοῖς ἔργοις προσέθηκεν Ὅμηρος. αἰτοῦμεν δὲ παρὰ τῶν θεῶν τε καὶ ὑμῶν ἐλθεῖν τε ὑμᾶς ὡς ἡμᾶς καὶ τὴν ἐπιθυμίαν ἡμῖν ἐμπλῆσαι καὶ καλλίω ποιῆσαι τὴν Δάφνην τῷ τοῦ βασιλέως κάλλει.
Ep 972 5	καὶ γὰρ εἰ μὴ Ῥώμη γε ἡμεῖς, μήθ’ ἡ μήτηρ μήθ’ ἡ παῖς, ἀλλ’ οὐκ ἀναξία γε τῆς τοιαύτης δωρεᾶς χαίρουσα πόλις ἐν ταῖς τοῦ κρατοῦντος εὐπραξίαις καὶ τῷ μήπω τεθεᾶσθαι τὸν θεοειδῆ λυπουμένη. Τῷ πατριάρχῃ.
Ep 973 1	Μέγαν μὲν ἡμῖν Φιλιππιανὸν καὶ ἡ ζώνη ποιεῖ, μέγαν δὲ καὶ ὁ τρόπος ἀρετῆς ἐπιθυμῶν, μέγαν δὲ καὶ ὁ δώσων ἀγαθὰ ταῖς ὑμετέραις πόλεσι Φιλιππιανὸν φιλῶν. γίγνεται δὲ καὶ τούτῳ μέγας, τῷ τῆς σῆς ἐρασθῆναι φιλίας καὶ ταύτην αὑτῷ βουληθῆναι γενέσθαι δι’ ἐμῆς ἐπιστολῆς.
Ep 973 2	ἀπολαυσάτω τοίνυν τῶν παιδικῶν καὶ γεγράφθω φίλος καὶ οἷς ἐρεῖ περὶ τῶν ἐσομένων πρὸ τῶν ἔργων εὐφραινέτω. δύναμαι δέ σε καὶ αὐτὸς εὐφραίνειν τοῖς εἰρημένοις περὶ σοῦ πρὸς ἐμὲ παρὰ τοῦ τὸν πατέρα καλῶς δεικνύντος Σιβουρίου.
Ep 973 3	τοὺς γὰρ ἐπαίνους οἷς ἐχρώμην κατὰ σοῦ πλείοσιν ἔστησε τοῖς παρ’ ἑαυτοῦ. Τῷ αὐτῷ.
Ep 974 1	Οὐχ ἵνα κτήσηταί σου τὴν φιλίαν ὁ χρηστὸς Εὐθύμιος, ἔδωκα τὴν ἐπιστολήν, ἔχει γάρ, ἀλλ’ ἵνα γένηται μείζων ἐκείνη διὰ τὴν πρὸς ἐμὲ χάριν. οἶδα γὰρ ὡς ἐθελήσεις τούτῳ κοσμῆσαι τὴν ἐπιστολήν, ὥσπερ αὖ πολλὰς πρὸς τῇδε δι’ ἴσων. ὁ μὲν οὖν ἀνὴρ οἷός τε βοηθεῖν τοῖς χρῄζουσι συνδίκου καὶ λόγοις ἰσχύων καὶ νόμοις, κενὸν δὲ περιφέρων βαλάντιον βούλοιτ’ ἂν αὐτὸ μὴ κενὸν περιφέρειν.
Ep 974 2	τούτου δὲ μετὰ τὴν Τύχην σύ τε καὶ ὁ ἄρχων κύριοι, καὶ μᾶλλόν γε σὺ ἢ ὅτου γε τὸ ἄρχειν ἐστίν. Σιβουρίῳ.
Ep 975 1	Εἷς σὺ τῶν ὑπὸ τοῦ Διὸς ἀγαπωμένων. οὐκοῦν καὶ μιμεῖσθαι δίκαιος ἂν εἴης τὸν Δία. τῷ Διὶ δὲ νόμος ὅσα νεύσειεν ἐπιτελεῖν. οὐκοῦν καὶ σοὶ τῷ νόμῳ τούτῳ χρηστέον. καὶ ἐπειδήπερ ἔνευσας ἐν τοῖς λόγοις, οὓς περί τε τῆς ἀρετῆς Εὐθυμίου καὶ πενίας ἐποιούμεθα, πρόσθες τὸ ἔργον καὶ λύε τὴν πενίαν ἑπόμενος τῷ τὰ πάντα πεποιηκότι θεῷ.
Ep 976 t	Πρισκίωνι. Οὔπω τὸν οἶνον ἐπῃνέσαμεν, οὔπω γὰρ αὐτοῦ πεπώκαμεν· οἶμαι δ’ ὡς ἐπαινεσόμεθα πιόντες· οὐ γὰρ ἂν σύ γε μὴ τοιοῦτον ἔπεμψας.
Ep 976 1	ὃν πείθομαι μὲν σῶν ἀμπέλων ἔγγονον εἶναι, μεμνημένος δὲ ὧν ἡνίκα σε πέμπειν ἐκέλευον ἔφην οὐχ ἕτερος ἔσομαι. ὃν δὲ ἔφησθα κακὸν περὶ σὲ γεγονέναι καὶ ταῦτα πολλοὺς πολέμους ὑπὲρ αὐτοῦ πεπολεμηκότα, ἴσθι πονηρᾷ μὲν τύχῃ περὶ τὴν ὁδὸν χρησάμενον καὶ πολλὰ τοῦ σώματος τετρωμένον περί τε τῆς συμβάσης ὑμῖν ἔχθρας εἰπόντα οὐδέν, ἀλλ’ οὐδὲ ἀκούσαντα τῶν τε περὶ τὸ σχῆμα λόγων εἰς μῆκος προϊόντων καὶ σοῦ στήσαντος ἡμῖν ὅρους οὓς οἶσθα.
Ep 976 3	νομίζω δὲ ἐν συνουσίαις ἄλλαις ἐθελῆσαι ἂν αὐτόν τι καὶ περὶ τούτων εἰπεῖν. ἀλλ’ ὁ μὲν ἴσως κατηγορήσει θεῶν, ὑπὲρ σοῦ δὲ ὁ χρόνος καὶ ἀπόντος φθέγξεται ὁ μηδὲν ἐν μηδενί σου φαῦλον μήτε μεῖζον μήτε ἔλαττον ἐνιδών. Εὐσεβίῳ.
Ep 977 1	Ὧι μάλιστα πιστεύεις καὶ δι’ ὅτου σοι τὰ πολλὰ τῶν σῶν πέπρακται, περί τε τῆς σῆς ὀργῆς ἀπήγγειλε καὶ τῶν πεποιηκότων αὐτὴν ῥημάτων, αὐτὸς μὲν ὢν ὁ συκοφαντῶν, ἄλλον δέ τινα δοκεῖν βουλόμενος τοὔνομα τοῦ παρωξυγκότος οὐ λέγων. ἐγὼ οὖν κτῆμά τε μέγα τὴν σὴν ἡγούμενος φιλίαν καὶ δείσας περὶ τῷ κτήματι δικαίως ἂν ἐπαινοίμην παρὰ σοῦ.
Ep 977 2	καὶ κατηγορούμην δ’ ἂν εἰκότως, εἰ μὴ ἐδεδοίκειν. εἶχε δέ, οἶμαι, λόγον ὁ φόβος τῆς ἀπάτης ἀεί τε οὔσης καὶ πολλαχοῦ μέγα δεδυνημένης. ὡμιληκὼς δὲ Ὁμήρῳ σὺ καὶ ὅθεν Εὐρυσθεὺς μὲν ἐπέταττεν, Ἡρακλῆς δὲ ἐπετάττετο, παρ’ αὐτοῦ μαθὼν μὴ μέμφου τὸ γενόμενόν μοι δέος μηδ’ ὑβρίσθαι νόμιζε πρὸς τὰ τοῦ Διὸς βλέπων.
